lead_time,avg_price_per_room,no_of_special_requests,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
335,80.0,0,10,23628,13,3,3,0,0,1
27,104.5,3,12,298,27,3,1,2,1,1
0,104.72,1,10,35186,15,4,1,0,0,1
147,151.2,0,10,25625,7,4,2,1,0,1
151,71.0,0,1,23154,19,3,2,0,0,1
5,123.5,0,4,20207,24,4,2,2,0,1
67,76.5,0,7,17241,20,4,8,3,0,0
130,87.55,0,4,7977,19,3,4,0,0,1
83,84.9,1,4,11463,4,4,2,1,0,1
1,99.0,0,4,2035,18,4,0,1,3,1
117,126.31,2,5,20423,22,4,3,2,0,1
24,135.0,0,5,10450,22,4,0,2,0,0
25,145.0,2,9,21546,25,4,0,2,0,1
14,87.12,0,5,28501,31,4,3,0,0,1
126,83.12,1,5,10164,15,4,2,2,0,1
100,91.5,0,4,18542,27,4,3,0,3,0
50,108.0,1,10,10291,17,4,0,1,3,1
55,104.0,0,4,17883,6,3,1,0,1,1
72,76.5,0,7,13397,8,4,4,1,0,1
5,124.5,3,9,19896,3,4,2,0,3,1
256,115.0,1,6,6331,15,4,2,0,1,0
1,138.5,1,8,14220,15,3,1,2,1,1
47,198.68,1,10,8844,25,3,4,2,1,1
209,96.3,1,10,24746,21,4,3,2,0,1
32,73.0,0,11,6828,20,3,2,0,0,1
69,72.9,1,3,7130,12,4,1,1,0,0
6,120.0,2,10,33593,20,4,2,0,0,1
66,150.45,0,5,7954,1,4,2,2,0,1
92,99.45,0,4,20469,11,4,5,1,0,0
43,126.9,0,5,16626,9,4,2,1,0,0
29,104.73,0,3,14083,4,4,2,1,0,0
24,96.9,2,12,13990,7,4,4,0,0,1
38,148.95,2,4,3144,27,4,4,0,0,1
26,65.0,0,7,28947,11,2,0,1,0,1
13,119.2,0,9,18028,20,4,1,0,0,1
53,116.1,1,5,14547,30,4,2,1,3,1
16,135.0,1,3,7371,9,4,3,0,1,1
193,65.0,0,10,34162,15,3,3,0,0,0
35,125.1,0,7,5594,25,4,0,1,3,0
33,64.0,0,1,27332,25,2,1,1,0,1
177,130.05,1,8,30370,3,4,4,1,0,0
128,118.8,1,10,32149,11,4,3,0,0,0
34,152.1,0,7,14466,29,4,1,0,0,1
103,126.9,0,6,36219,11,4,1,1,0,0
232,75.65,0,12,32977,24,3,3,2,3,1
38,198.9,0,5,21615,16,4,3,1,0,0
12,129.25,2,10,2076,31,4,3,1,0,1
18,86.0,1,2,4103,20,4,1,1,0,1
56,120.0,0,6,7493,8,3,1,0,0,1
4,147.33,2,12,25427,28,4,3,0,0,1
164,100.0,0,10,33350,2,3,1,0,0,1
192,95.0,0,6,29377,24,3,2,0,0,1
155,105.3,0,7,5968,25,4,1,1,0,0
265,109.0,0,6,24704,24,3,2,0,1,0
288,67.26,0,12,15470,22,4,5,2,0,0
192,114.75,2,8,23988,4,4,3,1,0,0
146,103.5,1,7,26681,13,4,3,0,3,1
54,65.0,0,10,20350,5,2,0,1,0,1
67,71.74,1,4,33072,2,4,2,2,0,1
43,0.0,1,10,1986,17,4,0,0,0,1
117,90.95,0,10,17965,24,3,2,1,0,1
24,130.78,2,10,34461,26,4,5,2,0,1
151,71.0,0,1,6754,19,3,2,0,0,1
10,149.0,2,9,2575,19,4,1,1,0,1
230,158.95,0,8,30425,25,4,3,1,0,0
15,148.0,1,9,14389,20,4,1,0,0,1
5,0.0,0,10,16284,19,4,2,1,0,1
48,138.6,1,12,4042,23,4,2,1,0,1
71,120.0,0,6,17751,14,3,3,0,0,1
6,73.15,0,11,12853,16,4,3,1,3,1
53,80.2,0,2,4078,27,4,4,2,0,1
89,126.9,0,5,14246,7,4,1,1,0,0
22,97.6,0,8,7754,31,4,2,0,0,1
38,97.75,1,6,29279,26,4,2,2,0,1
64,73.95,0,2,14166,12,4,2,2,0,0
45,109.49,0,6,25216,18,4,1,1,0,0
14,116.49,0,6,9462,9,4,3,0,0,1
276,95.67,0,9,30791,22,3,3,0,0,1
2,67.0,1,5,15960,11,2,1,0,0,1
2,64.08,0,3,19162,28,4,0,1,3,1
4,65.0,2,10,4603,24,2,2,1,0,1
158,83.5,2,10,21316,30,4,2,2,0,0
13,235.94,0,10,14252,7,4,3,2,0,0
3,65.0,1,4,1985,11,2,0,1,0,1
7,56.0,0,3,20245,2,3,2,0,0,1
0,108.8,0,5,7774,10,3,3,0,0,1
9,55.0,0,3,28056,2,2,2,0,0,0
3,0.0,0,6,9726,24,4,0,0,0,1
77,132.3,2,10,16709,7,4,2,1,0,1
101,187.85,0,6,16156,1,4,4,0,0,0
5,118.0,1,3,15560,14,4,1,1,0,1
158,97.75,1,7,30340,7,4,3,1,3,0
6,91.0,3,11,10530,13,4,2,2,0,1
11,163.63,1,11,24275,8,4,4,0,0,1
130,109.8,1,8,22778,24,4,2,0,0,1
3,181.0,0,3,12172,21,4,1,1,0,1
23,159.0,2,9,935,15,4,3,0,0,1
15,79.0,0,2,29471,12,4,2,0,3,0
0,0.0,0,9,4054,22,1,1,0,0,1
80,108.0,0,10,18621,9,3,2,0,1,1
28,90.51,0,9,34833,3,3,5,2,0,1
53,168.3,1,8,5229,6,4,1,0,0,1
59,75.0,1,11,12370,14,3,2,1,0,1
26,75.0,0,10,20955,17,3,1,2,0,1
21,139.0,1,7,25360,5,4,5,0,3,1
1,103.0,0,3,13666,8,4,2,0,0,1
33,98.3,1,2,7454,6,4,1,1,0,1
29,89.93,0,3,1268,4,4,2,1,0,1
11,107.0,0,10,864,10,3,1,1,0,1
55,207.0,2,10,34458,18,4,5,1,0,1
75,97.33,1,4,4942,15,4,2,2,0,0
174,70.0,0,10,2253,10,4,1,1,0,0
64,83.61,2,12,22394,25,4,2,2,0,1
216,80.75,0,8,23295,30,3,2,0,0,1
10,102.33,2,9,33459,7,4,2,1,3,1
70,130.05,2,4,23382,10,4,3,2,0,1
198,159.3,3,9,16755,22,4,3,0,0,1
161,87.13,1,7,33372,16,4,2,2,3,1
40,118.0,1,12,10348,31,3,3,0,0,1
27,135.0,1,2,7940,27,4,1,1,0,1
17,100.38,0,12,609,8,4,3,1,0,1
31,120.42,1,10,4651,24,4,2,2,0,1
99,118.8,0,10,34737,8,4,2,2,0,0
173,73.37,1,6,30005,19,4,2,2,0,1
30,110.8,0,4,25256,6,4,3,0,0,1
71,107.1,0,6,28048,26,4,3,2,0,0
3,123.0,0,6,22059,20,4,0,1,3,1
44,100.0,0,10,15886,28,3,2,0,0,1
12,130.0,2,8,5919,28,4,0,2,0,1
6,136.0,1,10,20013,4,4,1,2,0,1
103,70.03,0,4,14022,17,4,2,2,0,1
1,115.0,0,9,18748,27,2,1,0,0,1
30,198.9,3,6,27789,18,4,1,2,0,1
63,105.3,0,7,24150,23,4,5,2,0,0
80,93.6,1,11,7148,19,4,1,2,0,1
93,149.1,2,9,13648,1,4,3,0,0,0
17,95.0,0,10,25487,30,3,1,0,0,1
219,76.67,0,9,10635,4,3,2,1,0,1
42,144.9,1,8,12997,14,4,2,2,0,1
169,0.0,1,7,20173,9,4,2,2,0,1
386,115.0,1,10,2014,23,4,0,2,1,0
1,117.8,0,5,28390,18,3,1,0,0,1
0,149.0,0,5,5581,9,4,0,1,0,1
15,80.0,0,1,33310,26,2,2,0,0,1
91,140.4,0,5,35994,13,4,2,1,0,0
32,94.5,2,10,10900,6,4,3,0,0,1
77,129.6,0,7,5060,7,4,3,1,0,0
418,107.0,0,9,35594,26,3,2,1,1,0
69,135.9,1,9,9615,5,4,3,1,0,1
61,72.24,1,10,20602,26,3,1,1,0,1
9,0.0,3,11,8044,11,1,2,0,0,1
346,3.0,0,9,25055,13,4,2,0,1,0
23,68.07,1,11,17046,24,4,3,2,0,1
172,90.95,1,9,8386,18,3,1,2,0,1
100,140.0,1,9,14629,28,3,4,0,1,1
83,112.2,0,9,32889,30,3,1,0,1,1
168,85.0,0,4,28819,22,3,2,1,0,0
153,105.3,2,8,28835,1,4,0,1,0,0
102,101.5,0,10,27564,16,3,2,0,1,0
45,81.0,0,9,9311,12,3,1,1,0,1
191,132.0,0,6,2776,3,4,2,1,0,0
172,137.7,1,8,20919,11,4,3,0,0,0
18,95.48,1,3,13667,17,4,1,0,0,1
50,159.3,2,6,32844,3,4,2,0,0,1
7,65.0,1,12,33333,27,2,2,0,0,1
36,125.1,1,3,36234,23,4,4,2,0,0
0,0.0,0,12,7189,14,1,1,0,3,1
5,124.0,0,7,13731,28,4,2,0,3,0
0,129.83,1,8,26284,27,4,2,2,0,1
102,150.3,0,8,20515,24,4,4,0,0,0
63,116.0,0,9,5573,4,3,2,0,1,1
109,159.3,1,6,6135,21,4,2,0,0,1
40,139.5,0,10,29845,5,4,2,0,0,0
149,119.0,2,8,20811,3,4,4,2,0,1
0,122.0,2,8,10553,27,4,1,0,0,1
0,85.0,0,2,5247,24,4,1,0,3,1
68,106.75,0,9,21153,3,3,3,2,1,1
35,67.5,0,2,3981,11,4,3,0,3,0
0,155.33,0,8,26327,31,4,2,1,0,1
39,64.67,3,11,24209,13,4,5,2,0,1
63,107.1,0,4,30564,2,4,1,1,0,1
142,109.8,0,6,11085,26,4,1,2,0,1
335,80.0,0,10,19053,13,3,3,0,0,1
113,100.0,0,5,20361,31,2,3,0,0,0
40,83.9,1,3,27540,5,4,2,2,0,1
47,135.0,0,10,16663,11,4,2,0,0,1
102,87.0,0,10,13158,16,3,2,0,1,1
59,60.0,0,11,2172,19,3,3,0,0,1
8,108.57,0,5,33245,10,4,2,0,0,0
158,76.5,2,8,34994,7,4,5,2,0,1
117,72.25,1,7,8718,27,3,4,1,0,1
28,139.0,2,10,7452,10,4,1,1,0,1
0,75.0,0,12,15553,21,4,0,1,3,1
39,65.0,0,11,5197,27,2,2,2,0,1
72,97.54,0,7,33020,27,4,1,0,0,1
14,86.85,2,7,26270,22,4,2,0,0,1
7,103.0,1,3,17793,7,4,3,1,0,1
44,95.0,1,4,13210,23,3,1,2,0,1
4,124.0,0,7,30709,28,4,2,0,3,0
92,100.0,0,3,11671,26,3,1,2,0,0
16,134.8,1,6,34601,27,4,0,1,0,1
245,110.0,0,7,15995,6,3,4,2,0,0
7,78.0,1,11,13746,30,4,2,0,3,0
301,115.0,1,7,28992,30,3,1,1,1,0
50,241.59,0,5,21057,14,4,4,2,0,0
42,72.0,0,11,20539,4,3,2,0,0,1
29,87.0,1,3,7206,5,3,1,2,0,1
61,91.0,0,10,21267,4,3,0,2,0,1
3,87.01,1,6,22191,22,4,2,0,3,1
67,76.16,1,3,3809,26,3,1,2,0,1
33,140.4,1,4,32604,29,4,2,2,0,1
79,90.95,1,3,10079,24,4,3,1,0,0
37,95.0,0,10,25097,13,3,3,0,0,1
69,120.0,0,6,12488,12,3,4,2,0,0
147,103.7,2,7,18265,1,4,2,2,0,1
256,115.0,1,6,21067,15,3,1,0,1,0
51,102.7,1,6,32909,2,4,2,0,0,1
85,75.0,0,10,5543,6,3,3,1,0,1
23,89.0,2,9,22539,11,4,0,2,3,1
346,115.0,1,9,15681,13,3,2,0,1,0
96,72.25,1,11,11864,28,4,1,0,0,0
4,91.5,2,11,21977,19,4,1,1,3,1
19,191.0,0,8,15519,14,4,1,2,0,0
148,67.0,0,12,10401,30,3,4,1,0,1
22,139.0,2,9,29007,15,4,2,0,3,1
31,134.1,1,9,33427,11,4,2,1,0,1
2,62.8,0,12,29978,5,3,1,1,0,1
4,121.6,0,8,26986,20,4,1,0,0,0
0,75.0,1,12,23281,11,2,1,0,0,1
285,95.4,1,7,20947,21,4,3,0,0,0
117,94.5,0,8,24760,1,3,1,2,1,0
49,112.2,1,4,31511,10,4,2,2,0,1
25,70.0,0,12,31767,14,3,0,1,0,1
3,79.2,0,8,17653,17,2,5,1,0,0
75,65.0,0,12,29092,9,2,2,0,0,1
14,116.49,2,6,18734,9,4,3,0,0,1
5,110.0,1,5,8745,24,2,2,0,0,1
0,0.0,0,12,25973,2,1,2,0,0,1
3,66.0,0,2,1384,25,2,1,0,0,1
304,89.0,0,11,31676,3,3,3,0,0,0
39,72.2,0,2,9036,28,4,2,2,3,1
9,140.0,1,10,22240,27,4,3,2,0,1
70,40.67,0,1,13095,15,3,2,1,0,1
174,99.45,1,8,297,13,4,2,2,0,1
214,90.95,1,8,8635,9,4,5,2,0,1
12,89.25,3,11,4873,13,4,5,2,0,1
322,80.0,0,5,29791,19,3,3,1,0,0
346,115.0,1,9,32140,13,3,2,0,1,0
37,96.3,1,10,3867,22,4,3,0,0,1
124,96.56,0,8,32436,7,3,3,2,0,1
145,72.5,0,8,32089,29,3,1,2,1,1
22,129.0,0,3,2077,21,4,1,1,3,0
36,71.0,0,1,15029,19,3,2,0,0,1
0,90.0,1,8,15675,6,4,1,0,3,1
4,211.0,2,4,14209,9,4,1,0,0,1
10,145.0,2,10,29327,3,4,1,1,0,1
2,79.0,1,1,32714,21,4,1,0,0,1
183,98.25,1,7,3009,4,4,3,1,3,0
45,85.5,0,6,18613,18,3,1,1,0,1
150,101.0,0,1,15216,2,3,1,2,1,1
8,110.46,1,6,19226,30,4,3,0,0,1
63,89.25,1,10,2537,10,4,1,1,0,1
66,58.0,1,2,16578,11,3,2,0,0,1
19,66.57,1,2,16395,13,4,1,2,0,1
41,71.52,1,2,7362,22,4,2,1,0,1
0,116.45,0,6,6636,28,2,1,0,0,1
21,70.0,0,12,7498,10,3,2,0,0,1
320,115.0,1,8,13482,18,3,2,0,1,0
7,106.0,0,2,9009,12,4,2,0,0,0
119,137.7,0,7,11559,26,4,3,0,0,1
17,166.0,1,7,20426,8,4,2,0,0,0
42,115.8,1,3,6553,24,4,3,0,3,1
13,85.0,1,3,10770,20,3,0,1,0,1
6,80.0,1,2,25707,20,4,1,0,3,1
157,94.5,0,8,16131,3,4,1,0,3,0
22,58.0,0,12,30313,25,3,2,0,0,1
242,58.36,1,12,21889,27,4,5,2,0,0
60,65.0,0,9,23238,21,3,1,1,0,1
6,152.0,0,11,23145,24,4,1,0,1,1
96,94.5,0,7,21684,11,3,1,2,1,1
13,75.0,0,1,28635,20,4,8,2,0,1
46,122.4,2,11,4654,2,4,4,0,0,1
27,130.0,2,2,320,22,4,2,1,0,1
11,133.5,1,3,7135,26,4,2,2,0,1
0,63.2,0,11,17755,30,4,2,0,0,1
18,131.0,1,8,28618,20,4,1,0,0,1
30,81.9,0,2,36146,13,4,1,0,0,0
3,161.7,1,9,11984,22,4,1,0,0,1
206,130.5,1,9,2654,8,4,3,0,0,0
45,94.5,2,10,25483,20,4,1,0,0,1
231,81.82,2,8,24881,1,4,7,3,0,0
63,105.3,1,7,12142,23,4,1,0,0,1
120,126.9,0,6,13721,10,4,2,1,0,0
1,127.0,1,6,19782,27,4,0,1,3,1
171,106.13,1,7,26627,20,4,5,2,0,0
53,94.5,0,9,24916,18,3,0,2,0,1
32,105.0,1,7,886,18,3,1,1,0,1
31,112.59,2,9,5002,8,4,2,0,3,1
192,95.0,0,6,33235,24,3,2,0,0,1
46,68.07,5,11,3178,18,4,3,2,0,1
176,150.45,0,9,17310,1,4,3,1,0,0
33,80.3,1,2,244,8,4,0,1,0,1
198,90.0,0,9,14758,9,3,2,1,0,0
47,93.6,2,12,23853,17,4,2,2,0,1
13,119.0,2,6,8207,9,4,1,0,0,1
70,100.0,0,6,16527,3,3,2,0,0,1
1,120.0,1,3,5983,10,4,1,0,0,1
76,105.3,0,3,24535,24,4,3,0,0,0
137,145.2,1,8,2363,13,4,4,2,0,1
56,185.0,0,9,22721,25,3,2,2,0,1
12,85.0,1,9,16513,11,3,0,1,0,1
192,95.0,0,6,1161,24,3,2,0,0,1
186,89.25,0,8,18291,16,4,4,0,3,0
117,66.14,0,3,36101,2,4,1,0,0,1
144,80.1,0,10,22337,28,4,2,1,3,0
68,108.38,1,4,287,24,4,2,2,0,0
2,119.0,1,6,32335,15,2,1,0,0,1
1,108.0,0,9,26206,4,3,1,0,1,1
6,121.75,2,10,13650,31,4,3,1,0,1
3,75.0,0,8,31678,10,3,1,1,0,1
180,70.0,0,10,21692,16,3,1,0,0,0
20,93.0,2,2,10068,7,4,1,2,0,1
22,72.64,1,2,10680,26,4,2,1,0,1
9,148.0,2,8,12450,14,4,1,2,3,1
257,90.95,0,7,34116,31,4,2,2,0,0
27,106.02,2,10,25758,5,4,4,1,0,1
60,65.0,1,10,33269,12,3,3,1,0,1
2,91.68,1,12,8681,23,4,4,2,0,1
54,88.4,1,12,1170,24,4,2,2,0,1
63,116.1,0,6,4675,17,4,2,0,3,0
50,101.15,0,3,10374,28,4,3,1,0,0
125,71.0,1,4,35546,18,3,2,1,0,1
11,88.5,0,10,31360,23,3,2,2,0,1
40,148.28,2,10,6792,15,4,2,2,0,1
1,117.5,2,12,35423,19,4,2,1,0,1
1,85.0,0,2,30497,4,4,3,2,0,1
207,161.67,0,12,34658,30,3,2,1,0,1
21,124.0,2,9,27612,21,4,1,1,0,1
1,111.65,1,9,18243,22,4,3,0,0,1
10,83.0,1,11,31859,6,4,2,0,3,1
33,82.9,2,3,277,5,4,1,2,0,1
28,160.3,2,10,32564,4,4,5,0,0,0
7,92.0,1,2,15946,27,4,1,0,0,1
35,73.9,1,2,23165,9,4,4,0,0,1
17,65.0,0,12,26454,9,2,1,0,0,1
109,152.1,0,8,25491,24,4,4,0,0,0
19,129.0,2,9,28164,25,4,0,1,3,1
12,93.0,0,2,32899,23,4,2,0,0,1
40,72.9,0,2,3121,16,4,1,0,0,0
13,66.0,0,2,8579,1,3,3,1,0,1
16,84.0,0,3,17695,5,4,1,1,3,0
181,120.0,0,10,17416,11,3,2,0,0,0
42,113.6,0,3,8339,20,4,2,2,0,0
35,67.49,0,9,31160,14,4,5,2,0,1
43,130.0,1,11,3406,11,4,2,0,0,1
12,99.0,1,10,22766,30,4,3,2,3,0
8,134.75,2,9,15475,1,3,3,0,1,1
179,85.5,0,8,31301,26,4,2,1,3,0
58,75.0,0,11,13861,16,3,3,0,0,1
112,72.25,1,7,34224,7,3,3,2,0,1
100,0.0,0,9,24294,28,4,4,0,1,1
39,67.5,1,2,13128,13,4,1,2,3,1
6,75.0,0,11,931,1,3,3,0,0,1
1,0.0,1,10,32004,13,1,1,0,0,1
135,79.72,1,5,28595,9,4,4,1,0,0
13,88.4,1,12,691,14,4,4,0,0,1
32,73.0,0,11,32747,20,3,2,0,0,1
147,78.76,0,7,30563,18,4,5,1,0,0
110,153.0,0,7,6364,9,4,3,2,1,0
70,186.3,0,4,18293,20,4,1,0,0,0
59,96.99,1,5,9021,28,4,5,2,0,1
102,109.0,0,10,35879,16,3,2,0,1,1
86,127.8,0,4,10273,20,4,2,0,0,0
109,159.9,0,10,20950,29,4,1,2,0,0
50,131.4,0,11,1810,11,4,2,0,1,0
239,112.2,0,6,16428,15,3,2,0,1,0
81,119.07,0,10,20323,10,4,3,1,0,0
30,157.5,0,4,9141,14,4,2,0,1,0
19,85.0,0,10,7108,2,3,0,2,0,1
170,85.0,1,7,8975,19,4,4,0,3,1
192,95.0,0,6,4319,24,3,2,0,0,1
190,109.3,0,5,2965,6,4,2,2,0,0
24,60.06,1,11,3969,20,4,0,1,3,1
76,131.26,1,5,25763,12,4,3,1,0,1
55,104.0,0,4,4926,6,3,1,0,1,1
112,120.0,1,6,32575,2,3,3,0,0,1
0,0.0,1,9,14616,5,1,2,1,0,1
73,85.67,0,11,13971,24,3,3,0,0,1
105,96.3,0,4,34987,17,4,1,2,0,1
161,130.0,0,3,23862,25,3,2,1,1,0
31,117.9,0,4,26650,2,4,1,0,0,0
292,115.0,0,7,22692,21,3,2,0,1,0
73,91.36,0,4,20543,29,4,2,1,0,1
219,106.25,1,12,3092,22,4,3,2,1,1
1,91.0,0,2,21097,13,4,1,1,0,1
268,95.4,0,10,12748,1,4,1,1,3,0
0,141.0,0,3,24338,24,4,1,0,0,1
9,129.33,0,4,21939,6,4,3,0,0,1
2,129.0,1,5,31405,13,4,1,0,3,1
8,40.0,1,9,15790,13,2,1,0,0,1
99,81.0,0,2,12515,19,2,1,0,0,1
157,90.0,1,3,3982,19,4,3,2,0,1
1,70.0,0,8,33951,11,2,1,0,0,1
95,132.3,0,10,23324,20,4,3,0,0,0
3,97.0,1,6,27940,23,4,1,0,3,1
0,110.0,1,9,1404,28,2,1,0,0,1
92,92.65,0,11,19579,23,3,4,1,0,1
7,120.0,1,10,23731,25,4,1,0,3,1
271,101.33,1,9,6124,21,4,3,0,0,0
100,73.95,0,3,1094,17,4,3,1,0,1
52,56.16,0,12,17353,17,4,1,2,3,1
59,81.0,0,1,22285,28,3,1,0,0,1
308,52.0,0,11,22927,25,3,2,0,0,0
119,264.1,0,7,28310,11,4,0,1,1,0
282,76.67,0,10,25501,10,3,1,2,0,1
86,105.0,0,9,15972,24,3,2,0,0,1
11,76.29,1,11,28747,27,4,2,2,3,0
30,140.88,2,11,26460,4,4,2,2,0,1
95,132.6,0,5,34530,20,4,2,2,0,1
32,96.3,3,11,2843,14,4,1,0,0,1
101,80.75,2,5,19235,17,3,3,0,0,1
195,71.22,0,12,4815,2,4,2,0,0,0
0,130.0,0,10,16473,16,4,0,2,3,1
36,126.9,2,5,5956,21,4,2,2,0,1
10,110.0,0,5,25095,29,2,5,3,0,1
113,100.0,0,5,27604,31,2,3,0,0,0
252,106.3,0,10,18211,15,4,1,2,0,0
165,150.45,0,9,20855,2,4,3,2,0,0
275,110.0,0,4,32324,17,3,0,2,1,0
31,85.0,0,10,28924,27,3,3,1,0,1
8,129.0,1,10,13374,20,4,3,0,0,1
0,96.0,0,10,16,5,3,0,1,0,1
19,134.0,1,9,28202,17,4,1,1,3,0
4,230.0,2,5,18173,4,4,2,0,0,1
2,72.1,0,2,16524,26,3,2,0,0,1
76,146.8,3,11,18443,19,4,1,1,1,1
11,83.58,0,1,13179,2,4,1,2,0,1
48,94.5,0,10,23527,23,4,2,2,0,1
15,105.0,1,11,31643,19,4,1,0,0,1
7,112.0,1,5,12205,21,3,1,1,1,1
26,116.85,1,9,30582,5,4,4,2,0,0
193,120.0,0,6,18286,20,3,2,1,0,0
93,71.4,1,7,14407,12,4,5,2,3,1
16,151.0,1,6,4686,30,4,5,2,0,1
99,85.5,0,3,18714,24,4,3,0,3,1
129,132.3,0,10,24474,10,4,5,1,0,0
256,76.67,0,9,4922,14,3,2,1,0,1
2,89.0,1,5,15833,11,2,1,0,0,1
188,105.3,0,8,6785,13,4,1,1,0,0
11,122.13,0,10,5877,8,4,1,2,0,1
4,0.0,0,12,30595,23,1,2,1,0,1
12,104.0,0,5,9548,11,3,4,0,0,1
230,137.0,0,9,16459,6,3,5,0,1,0
9,69.5,1,1,2345,13,4,12,4,3,1
1,111.35,1,5,22831,30,4,3,1,0,1
29,85.59,1,4,8430,24,4,0,2,0,1
222,80.75,1,10,25006,12,3,4,0,0,1
102,99.0,1,7,4586,8,4,6,2,3,1
36,91.0,0,10,13675,13,3,3,0,1,1
66,144.45,1,10,29624,24,4,1,1,0,1
16,135.0,0,10,14597,7,4,1,0,3,0
149,92.03,0,7,6799,28,3,3,0,0,1
2,77.5,0,1,32148,13,4,2,0,0,1
355,87.31,0,12,8378,26,4,5,2,0,0
20,146.2,0,9,17396,24,4,2,2,0,0
279,110.0,0,10,29154,12,3,3,0,0,0
3,106.0,0,2,17937,16,4,4,0,0,0
151,120.7,1,7,22258,6,4,4,1,0,0
217,80.75,0,8,24816,13,4,2,2,3,0
6,180.0,1,8,25359,7,4,2,2,0,1
166,110.0,0,11,5450,1,4,3,0,0,0
0,111.2,0,9,27642,14,3,0,1,0,1
39,67.0,0,7,6197,25,2,0,1,0,1
183,93.08,1,8,25553,24,4,4,0,0,0
6,130.0,0,10,13097,29,3,1,0,0,1
0,116.45,0,6,14456,16,3,3,2,0,1
103,187.25,2,11,15179,7,4,3,1,0,1
41,85.67,0,3,6401,13,2,1,2,0,1
75,140.4,1,5,5695,3,4,2,0,0,0
128,140.7,1,8,2941,4,4,3,0,0,1
36,0.0,0,12,31658,8,4,0,0,0,1
71,88.0,0,11,32673,18,4,2,0,3,0
72,108.0,0,9,31222,18,3,1,0,1,1
116,112.5,0,5,31649,14,4,1,2,0,1
13,139.0,2,9,21164,9,4,1,0,0,1
7,127.0,1,2,7381,13,4,1,0,0,1
19,116.0,1,8,34416,30,4,2,0,0,0
20,102.0,1,11,18004,1,4,4,0,0,0
140,103.42,2,5,13834,28,4,4,2,0,1
16,65.45,0,9,5578,21,3,1,1,0,1
4,149.0,1,9,10338,8,4,3,0,0,1
320,115.0,1,8,9993,18,3,2,0,1,0
47,142.2,3,9,7905,2,4,2,1,0,1
270,62.8,0,4,26671,20,3,4,0,0,0
25,85.0,0,7,8307,8,3,2,1,0,1
211,100.0,0,5,32478,20,3,2,0,0,0
0,89.0,0,11,25933,5,2,1,0,0,1
7,86.0,1,3,1048,2,4,1,0,0,1
213,67.5,0,12,33211,17,4,1,0,3,1
30,150.3,0,3,6782,31,4,3,0,0,0
0,76.0,0,1,12662,21,2,1,0,0,1
21,99.33,1,10,31738,3,4,2,1,3,1
28,118.15,0,8,34386,29,4,3,1,0,0
105,75.0,0,4,34445,6,3,1,0,0,0
55,152.1,1,9,34543,15,4,1,0,0,1
41,110.31,0,11,19945,23,4,4,1,0,1
78,80.75,0,5,32769,5,3,3,1,0,1
68,92.83,0,6,1609,18,4,1,2,0,0
86,76.5,0,7,19480,6,4,3,1,0,0
7,112.0,0,5,29166,5,3,3,0,0,1
64,130.0,0,5,2415,17,2,2,0,0,1
79,76.5,0,9,23799,4,3,1,2,0,1
102,101.5,0,10,2017,16,4,2,0,1,0
118,119.0,0,6,2971,6,3,2,1,0,1
3,77.77,0,11,31000,2,4,1,1,0,1
201,127.0,1,5,12317,24,4,2,0,0,0
0,4.5,0,11,14038,28,1,1,1,0,1
1,97.0,1,3,13567,16,4,3,0,3,1
317,120.0,0,9,2931,15,4,2,0,0,0
113,121.5,0,7,15406,12,4,3,0,0,1
46,163.8,2,5,34710,16,4,1,1,0,1
11,102.0,1,1,19630,27,4,2,0,0,1
64,149.4,0,9,16508,16,4,1,0,0,0
13,208.83,3,7,17490,19,4,3,0,1,1
22,62.0,0,11,13001,17,2,1,0,0,0
220,96.3,1,9,1814,2,4,2,0,0,0
100,108.0,0,10,25416,16,3,1,0,1,0
231,96.9,2,8,14586,23,3,5,2,0,1
36,67.32,1,3,14448,29,3,2,0,0,1
257,101.5,0,7,30225,1,3,2,0,1,0
71,79.2,1,12,16608,8,4,1,0,3,1
275,110.0,0,4,11533,17,3,0,2,1,0
190,95.0,0,6,25174,22,3,4,0,0,1
213,130.0,0,6,2123,7,4,3,0,0,0
89,116.1,0,5,23867,29,4,1,2,3,0
95,72.25,2,12,13704,5,4,1,0,0,1
4,65.0,0,5,22018,10,2,1,0,0,1
3,155.0,1,5,34204,28,4,1,0,0,1
18,89.0,0,4,17356,8,4,1,0,3,0
42,91.8,1,11,25354,2,4,4,0,0,1
263,110.0,0,10,35991,21,3,2,0,0,0
36,96.9,0,12,14191,3,4,2,2,0,1
7,225.36,3,7,18581,19,4,3,0,0,1
8,77.92,1,12,20435,27,4,1,2,3,1
4,63.6,0,1,17600,24,4,2,2,0,1
122,105.3,0,5,7701,12,4,2,0,0,0
99,65.0,0,10,27938,30,3,2,2,0,0
61,118.8,0,4,33941,22,4,2,1,0,0
266,69.36,2,12,17109,4,3,1,2,1,1
57,90.67,1,6,27039,10,3,2,1,0,1
275,110.0,0,4,31805,17,3,0,2,1,0
180,114.75,0,8,9170,11,4,3,1,0,0
34,65.0,0,7,808,19,2,1,0,0,1
5,104.0,0,6,32190,14,2,3,0,0,1
33,103.05,0,8,26051,29,4,1,1,3,0
83,90.18,1,10,21438,31,4,4,1,0,1
5,90.0,0,10,31599,19,3,2,1,0,1
